"date","itemid","fiscalyear","Item","Normalization","Value"
1900,530,"1899/1900","Cash deficit (+) or surplus (-)","Nominal millions of dollars",-1
1901,100,"1900/1901","Net federal debt","Nominal millions of dollars",268
1901,200,"1900/1901","Financial assets","Nominal millions of dollars",87
1901,300,"1900/1901","Gross federal debt","Nominal millions of dollars",355
1901,310,"1900/1901","Unmatured debt","Nominal millions of dollars",237
1901,311,"1900/1901","Treasury bills","Nominal millions of dollars",0
1901,312,"1900/1901","Canada savings bonds","Nominal millions of dollars",0
1901,313,"1900/1901","Marketable bonds","Nominal millions of dollars",237
1901,320,"1900/1901","Superannuation accounts","Nominal millions of dollars",0
1901,330,"1900/1901","Other liabilities","Nominal millions of dollars",118
1901,401,"1900/1901","Unmatured debt payable in foreign currencies","Nominal millions of dollars",228
1901,521,"1900/1901","Debt charges","Nominal millions of dollars",11
1901,530,"1900/1901","Cash deficit (+) or surplus (-)","Nominal millions of dollars",3
1902,100,"1901/1902","Net federal debt","Nominal millions of dollars",272
1902,200,"1901/1902","Financial assets","Nominal millions of dollars",94
1902,300,"1901/1902","Gross federal debt","Nominal millions of dollars",366
1902,310,"1901/1902","Unmatured debt","Nominal millions of dollars",237
1902,311,"1901/1902","Treasury bills","Nominal millions of dollars",0
1902,312,"1901/1902","Canada savings bonds","Nominal millions of dollars",0
1902,313,"1901/1902","Marketable bonds","Nominal millions of dollars",237
1902,320,"1901/1902","Superannuation accounts","Nominal millions of dollars",0
1902,330,"1901/1902","Other liabilities","Nominal millions of dollars",129
1902,401,"1901/1902","Unmatured debt payable in foreign currencies","Nominal millions of dollars",228
1902,521,"1901/1902","Debt charges","Nominal millions of dollars",11
1902,530,"1901/1902","Cash deficit (+) or surplus (-)","Nominal millions of dollars",3
1903,100,"1902/1903","Net federal debt","Nominal millions of dollars",262
1903,200,"1902/1903","Financial assets","Nominal millions of dollars",99
1903,300,"1902/1903","Gross federal debt","Nominal millions of dollars",361
1903,310,"1902/1903","Unmatured debt","Nominal millions of dollars",237
1903,311,"1902/1903","Treasury bills","Nominal millions of dollars",0
1903,312,"1902/1903","Canada savings bonds","Nominal millions of dollars",0
1903,313,"1902/1903","Marketable bonds","Nominal millions of dollars",237
1903,320,"1902/1903","Superannuation accounts","Nominal millions of dollars",0
1903,330,"1902/1903","Other liabilities","Nominal millions of dollars",124
1903,401,"1902/1903","Unmatured debt payable in foreign currencies","Nominal millions of dollars",228
1903,521,"1902/1903","Debt charges","Nominal millions of dollars",11
1903,530,"1902/1903","Cash deficit (+) or surplus (-)","Nominal millions of dollars",-10
1904,100,"1903/1904","Net federal debt","Nominal millions of dollars",261
1904,200,"1903/1904","Financial assets","Nominal millions of dollars",104
1904,300,"1903/1904","Gross federal debt","Nominal millions of dollars",365
1904,310,"1903/1904","Unmatured debt","Nominal millions of dollars",222
1904,311,"1903/1904","Treasury bills","Nominal millions of dollars",0
1904,312,"1903/1904","Canada savings bonds","Nominal millions of dollars",0
1904,313,"1903/1904","Marketable bonds","Nominal millions of dollars",217
1904,320,"1903/1904","Superannuation accounts","Nominal millions of dollars",0
1904,330,"1903/1904","Other liabilities","Nominal millions of dollars",143
1904,401,"1903/1904","Unmatured debt payable in foreign currencies","Nominal millions of dollars",209
1904,521,"1903/1904","Debt charges","Nominal millions of dollars",11
1904,530,"1903/1904","Cash deficit (+) or surplus (-)","Nominal millions of dollars",-1
1905,100,"1904/1905","Net federal debt","Nominal millions of dollars",266
1905,200,"1904/1905","Financial assets","Nominal millions of dollars",111
1905,300,"1904/1905","Gross federal debt","Nominal millions of dollars",377
1905,310,"1904/1905","Unmatured debt","Nominal millions of dollars",220
1905,311,"1904/1905","Treasury bills","Nominal millions of dollars",0
1905,312,"1904/1905","Canada savings bonds","Nominal millions of dollars",0
1905,313,"1904/1905","Marketable bonds","Nominal millions of dollars",217
1905,320,"1904/1905","Superannuation accounts","Nominal millions of dollars",0
1905,330,"1904/1905","Other liabilities","Nominal millions of dollars",157
1905,401,"1904/1905","Unmatured debt payable in foreign currencies","Nominal millions of dollars",210
1905,521,"1904/1905","Debt charges","Nominal millions of dollars",11
1905,530,"1904/1905","Cash deficit (+) or surplus (-)","Nominal millions of dollars",6
1906,100,"1905/1906","Net federal debt","Nominal millions of dollars",267
1906,200,"1905/1906","Financial assets","Nominal millions of dollars",125
1906,300,"1905/1906","Gross federal debt","Nominal millions of dollars",392
1906,310,"1905/1906","Unmatured debt","Nominal millions of dollars",216
1906,311,"1905/1906","Treasury bills","Nominal millions of dollars",0
1906,312,"1905/1906","Canada savings bonds","Nominal millions of dollars",0
1906,313,"1905/1906","Marketable bonds","Nominal millions of dollars",213
1906,320,"1905/1906","Superannuation accounts","Nominal millions of dollars",0
1906,330,"1905/1906","Other liabilities","Nominal millions of dollars",176
1906,401,"1905/1906","Unmatured debt payable in foreign currencies","Nominal millions of dollars",205
1906,521,"1905/1906","Debt charges","Nominal millions of dollars",11
1906,530,"1905/1906","Cash deficit (+) or surplus (-)","Nominal millions of dollars",1
1907,100,"1906/1907","Net federal debt","Nominal millions of dollars",264
1907,200,"1906/1907","Financial assets","Nominal millions of dollars",116
1907,300,"1906/1907","Gross federal debt","Nominal millions of dollars",380
1907,310,"1906/1907","Unmatured debt","Nominal millions of dollars",216
1907,311,"1906/1907","Treasury bills","Nominal millions of dollars",0
1907,312,"1906/1907","Canada savings bonds","Nominal millions of dollars",0
1907,313,"1906/1907","Marketable bonds","Nominal millions of dollars",215
1907,320,"1906/1907","Superannuation accounts","Nominal millions of dollars",0
1907,330,"1906/1907","Other liabilities","Nominal millions of dollars",164
1907,401,"1906/1907","Unmatured debt payable in foreign currencies","Nominal millions of dollars",208
1907,521,"1906/1907","Debt charges","Nominal millions of dollars",7
1907,530,"1906/1907","Cash deficit (+) or surplus (-)","Nominal millions of dollars",-3
1908,100,"1907/1908","Net federal debt","Nominal millions of dollars",278
1908,200,"1907/1908","Financial assets","Nominal millions of dollars",131
1908,300,"1907/1908","Gross federal debt","Nominal millions of dollars",409
1908,310,"1907/1908","Unmatured debt","Nominal millions of dollars",238
1908,311,"1907/1908","Treasury bills","Nominal millions of dollars",0
1908,312,"1907/1908","Canada savings bonds","Nominal millions of dollars",0
1908,313,"1907/1908","Marketable bonds","Nominal millions of dollars",229
1908,320,"1907/1908","Superannuation accounts","Nominal millions of dollars",1
1908,330,"1907/1908","Other liabilities","Nominal millions of dollars",170
1908,401,"1907/1908","Unmatured debt payable in foreign currencies","Nominal millions of dollars",222
1908,521,"1907/1908","Debt charges","Nominal millions of dollars",11
1908,530,"1907/1908","Cash deficit (+) or surplus (-)","Nominal millions of dollars",14
1909,100,"1908/1909","Net federal debt","Nominal millions of dollars",324
1909,200,"1908/1909","Financial assets","Nominal millions of dollars",155
1909,300,"1908/1909","Gross federal debt","Nominal millions of dollars",479
1909,310,"1908/1909","Unmatured debt","Nominal millions of dollars",297
1909,311,"1908/1909","Treasury bills","Nominal millions of dollars",0
1909,312,"1908/1909","Canada savings bonds","Nominal millions of dollars",0
1909,313,"1908/1909","Marketable bonds","Nominal millions of dollars",283
1909,320,"1908/1909","Superannuation accounts","Nominal millions of dollars",1
1909,330,"1908/1909","Other liabilities","Nominal millions of dollars",181
1909,401,"1908/1909","Unmatured debt payable in foreign currencies","Nominal millions of dollars",278
1909,521,"1908/1909","Debt charges","Nominal millions of dollars",12
1909,530,"1908/1909","Cash deficit (+) or surplus (-)","Nominal millions of dollars",46
1910,100,"1909/1910","Net federal debt","Nominal millions of dollars",336
1910,200,"1909/1910","Financial assets","Nominal millions of dollars",135
1910,300,"1909/1910","Gross federal debt","Nominal millions of dollars",471
1910,310,"1909/1910","Unmatured debt","Nominal millions of dollars",279
1910,311,"1909/1910","Treasury bills","Nominal millions of dollars",0
1910,312,"1909/1910","Canada savings bonds","Nominal millions of dollars",0
1910,313,"1909/1910","Marketable bonds","Nominal millions of dollars",262
1910,320,"1909/1910","Superannuation accounts","Nominal millions of dollars",1
1910,330,"1909/1910","Other liabilities","Nominal millions of dollars",191
1910,401,"1909/1910","Unmatured debt payable in foreign currencies","Nominal millions of dollars",257
1910,521,"1909/1910","Debt charges","Nominal millions of dollars",13
1910,530,"1909/1910","Cash deficit (+) or surplus (-)","Nominal millions of dollars",12
1911,100,"1910/1911","Net federal debt","Nominal millions of dollars",340
1911,200,"1910/1911","Financial assets","Nominal millions of dollars",135
1911,300,"1910/1911","Gross federal debt","Nominal millions of dollars",475
1911,310,"1910/1911","Unmatured debt","Nominal millions of dollars",276
1911,311,"1910/1911","Treasury bills","Nominal millions of dollars",0
1911,312,"1910/1911","Canada savings bonds","Nominal millions of dollars",0
1911,313,"1910/1911","Marketable bonds","Nominal millions of dollars",276
1911,320,"1910/1911","Superannuation accounts","Nominal millions of dollars",1
1911,330,"1910/1911","Other liabilities","Nominal millions of dollars",198
1911,401,"1910/1911","Unmatured debt payable in foreign currencies","Nominal millions of dollars",271
1911,521,"1910/1911","Debt charges","Nominal millions of dollars",13
1911,530,"1910/1911","Cash deficit (+) or surplus (-)","Nominal millions of dollars",4
1912,100,"1911/1912","Net federal debt","Nominal millions of dollars",340
1912,200,"1911/1912","Financial assets","Nominal millions of dollars",168
1912,300,"1911/1912","Gross federal debt","Nominal millions of dollars",508
1912,310,"1911/1912","Unmatured debt","Nominal millions of dollars",287
1912,311,"1911/1912","Treasury bills","Nominal millions of dollars",0
1912,312,"1911/1912","Canada savings bonds","Nominal millions of dollars",0
1912,313,"1911/1912","Marketable bonds","Nominal millions of dollars",287
1912,320,"1911/1912","Superannuation accounts","Nominal millions of dollars",2
1912,330,"1911/1912","Other liabilities","Nominal millions of dollars",219
1912,401,"1911/1912","Unmatured debt payable in foreign currencies","Nominal millions of dollars",282
1912,521,"1911/1912","Debt charges","Nominal millions of dollars",12
1912,530,"1911/1912","Cash deficit (+) or surplus (-)","Nominal millions of dollars",0
1913,100,"1912/1913","Net federal debt","Nominal millions of dollars",314
1913,200,"1912/1913","Financial assets","Nominal millions of dollars",170
1913,300,"1912/1913","Gross federal debt","Nominal millions of dollars",484
1913,310,"1912/1913","Unmatured debt","Nominal millions of dollars",261
1913,311,"1912/1913","Treasury bills","Nominal millions of dollars",0
1913,312,"1912/1913","Canada savings bonds","Nominal millions of dollars",0
1913,313,"1912/1913","Marketable bonds","Nominal millions of dollars",261
1913,320,"1912/1913","Superannuation accounts","Nominal millions of dollars",2
1913,330,"1912/1913","Other liabilities","Nominal millions of dollars",221
1913,401,"1912/1913","Unmatured debt payable in foreign currencies","Nominal millions of dollars",259
1913,521,"1912/1913","Debt charges","Nominal millions of dollars",13
1913,530,"1912/1913","Cash deficit (+) or surplus (-)","Nominal millions of dollars",-26
1914,100,"1913/1914","Net federal debt","Nominal millions of dollars",336
1914,200,"1913/1914","Financial assets","Nominal millions of dollars",208
1914,300,"1913/1914","Gross federal debt","Nominal millions of dollars",544
1914,310,"1913/1914","Unmatured debt","Nominal millions of dollars",312
1914,311,"1913/1914","Treasury bills","Nominal millions of dollars",0
1914,312,"1913/1914","Canada savings bonds","Nominal millions of dollars",0
1914,313,"1913/1914","Marketable bonds","Nominal millions of dollars",304
1914,320,"1913/1914","Superannuation accounts","Nominal millions of dollars",2
1914,330,"1913/1914","Other liabilities","Nominal millions of dollars",230
1914,401,"1913/1914","Unmatured debt payable in foreign currencies","Nominal millions of dollars",303
1914,521,"1913/1914","Debt charges","Nominal millions of dollars",13
1914,530,"1913/1914","Cash deficit (+) or surplus (-)","Nominal millions of dollars",22
